PROJECT NUMBER,BUILDING ID,PROJECT DESCRIPTION,SCHOOL NAME,SCHOOL ADDRESS,SED APPROVED ESTIMATE,DATE APPLICATION SUBMITTED TO SED,BOROUGH,POSTCODE,LATITUDE,LONGITUDE,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT,BIN,BBL,NTA
E0Z,K005,Building Envelope Improvement - Reconstruction of Exterior Masonry,P.S. 5,820 HANCOCK STREET,1938516,,3,11233,40.685695,-73.922463,3,41,377,3039906,3014900001,Stuyvesant Heights                                                         
E10,K021,Building Envelope Improvement - Parapet Reconstruction,P.S. 21,180 CHAUNCEY STREET,944068,,3,11233,40.680727,-73.926597,3,36,381,3047914,3016920017,Crown Heights North                                                        
E11,K021,Building Envelope Improvement - Reconstruction of Exterior Masonry,P.S. 21,180 CHAUNCEY STREET,1945809,,3,11233,40.680727,-73.926597,3,36,381,3047914,3016920017,Crown Heights North                                                        
E13,K029,Building Envelope Improvement - Parapet Reconstruction,P.S. 29,425 HENRY STREET,1806782,,3,11201,40.686951,-73.99806,6,39,45,3255627,3003110001,Carroll Gardens-Columbia Street-Red Hook                                   
EN7,X091,Building System Improvement - Installation of a Low-Voltage Electrical System,P.S. 91,2170 AQUEDUCT AVENUE,668483,,2,10453,40.857689,-73.908349,5,14,251,2094683,2032070040,University Heights-Morris Heights                                          
ENA,R440,Building Envelope Improvement - Reconstruction of Exterior Masonry,STATEN ISLAND TECHNICAL H.S.,485 CLAWSON STREET,1973189,,5,10306,40.567873,-74.115373,2,50,134,5107621,5042440001,New Dorp-Midland Beach                                                     
E1F,Q047,Building Envelope Improvement - Reconstruction of Exterior Masonry,P.S. 47,9 POWER ROAD,230406,,4,11693,40.606353,-73.820445,14,32,107201,4448968,4153130485,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
E1G,Q072,Building System Improvement - Installation of a Low-Voltage Electrical System,J.H.S. 72,133-25  GUY R. BREWER,1223949,,4,,,,,,,,,
E1I,Q156,Building System Improvement - Installation of a Low-Voltage Electrical System,P.S. 156,229-02 137 AVENUE,1249059,,4,11413,40.673069,-73.743173,13,31,646,4283015,4131700012,Laurelton                                                                  
EM9,Q111,Science Lab Upgrade,P.S. 111,37-15 13 STREET,901279,,4,11101,40.758831,-73.93938,1,26,43,4004419,4003630001,Queensbridge-Ravenswood-Long Island City                                   
EMC,X032,Indoor Building Improvement,P.S. 32,690 EAST 183 STREET,827572,,2,10458,40.852103,-73.885935,6,15,391,2012409,2030850001,Belmont                                                                    
EMQ,K126,Building Envelope Improvement - Window and Door Replacement,J.H.S. 126,424 LEONARD STREET,3306969,,3,11222,40.719819,-73.948625,1,33,499,3067788,3027120001,Greenpoint                                                                 
EMU,K138,Auditorium Upgrade - replace and upgrade auditorium sound system and lighting.,P.S. 138,760 PROSPECT PLACE,1503101,,3,11216,40.67438,-73.951443,8,36,31701,3330794,3012330026,Crown Heights North                                                        
ENJ,Q445,Building Envelope Improvement - Parapet Reconstruction,WILLIAM C. BRYANT HS - QUEENS,48-10 31 AVENUE,5806539,,4,11103,40.75823,-73.910514,1,26,163,4013655,4007380002,Astoria                                                                    
ENM,M043,LIBRARY RECONSTRUCTION AND UPGRADE,J.H.S. 43  ADAM CLAYTON POWELL,509 WEST 129 STREET,124797,,1,10027,40.815256,-73.955325,9,7,219,1059723,1019840033,Manhattanville                                                             
EOG,Q010,Emergency Stabilization,J.H.S. 10,45-11 31 AVENUE,264182,,4,11103,40.759363,-73.912902,1,22,151,4012664,4007140001,Astoria                                                                    
EOJ,R450,Emergency Stabilization,CURTIS HS - STATEN ISLAND,105 HAMILTON AVENUE,236930,,5,10301,40.644735,-74.081222,1,49,7,5106483,5000220001,West New Brighton-New Brighton-St. George                                  
ENX,Q104,Building System Improvement - Reconstruction of Electrical Systems,P.S. 104,26-01 MOTT AVENUE,423892,,4,11691,40.608467,-73.764548,14,31,100801,4442313,4156930001,Far Rockaway-Bayswater                                                     
E1L,K039,Building Envelope Improvement - Parapet Reconstruction,P.S. 39,417 6TH AVENUE,4831984,,3,11215,40.668916,-73.983195,6,39,153,3021932,3010000001,Park Slope-Gowanus                                                         
E1Q,K316,Science Lab Upgrade,BROOKLYN SCL FOR GLBL STUD (MD,750 CLASSON AVENUE,1119656,,3,11238,40.674406,-73.960254,8,35,215,3029246,3011670018,Prospect Heights                                                           
E23,K029,Building Envelope Improvement - Parapet Reconstruction,P.S. 29,425 HENRY STREET,1301607,,3,11201,40.686951,-73.99806,6,39,45,3255627,3003110001,Carroll Gardens-Columbia Street-Red Hook                                   
E0X,K005,Building Envelope Improvement - Parapet Reconstruction,P.S. 5,820 HANCOCK STREET,3212580,,3,11233,40.685695,-73.922463,3,41,377,3039906,3014900001,Stuyvesant Heights                                                         
E0Y,K005,Building Envelope Improvement - Window and Door Replacement,P.S. 5,820 HANCOCK STREET,449449,,3,11233,40.685695,-73.922463,3,41,377,3039906,3014900001,Stuyvesant Heights                                                         
E19,M052,CAFETARIA/MULTI PURPOSE,IS 52,650 ACADEMY STREET,410267,,1,10034,40.866053,-73.924835,12,10,291,1076776,1022330020,Marble Hill-Inwood                                                         
E1C,Q018,Building Envelope Improvement - Parapet Reconstruction,P.S. 18,86-35 235 COURT,825563,,4,11427,40.732112,-73.73246,13,23,1621,4166561,4079550002,Bellerose                                                                  
E1D,Q018,Building Envelope Improvement - Reconstruction of Exterior Masonry,P.S. 18,86-35 235 COURT,1177206,,4,11427,40.732112,-73.73246,13,23,1621,4166561,4079550002,Bellerose                                                                  
E0D,X194,Building Envelope Improvement - Parapet Reconstruction,P.S./I.S. 194,2365 Waterbury Avenue,689003,,2,10462,40.834782,-73.846632,10,18,96,2103494,2038340070,Westchester-Unionport                                                      
E0F,X194,Building Envelope Improvement - Parapet Reconstruction,P.S./I.S. 194,2365 Waterbury Avenue,811443,,2,10462,40.834782,-73.846632,10,18,96,2103494,2038340070,Westchester-Unionport                                                      
EL9,M477,Swimming Pools,STUYVESANT HS,345 CHAMBERS STREET,4073093,,1,10282,40.71759,-74.013748,1,1,31703,1084587,1000160215,Battery Park City-Lower Manhattan                                          
E0U,M040,Building Envelope Improvement - Reconstruction of Exterior Masonry,PS 40,319 EAST 19 STREET,3782387,,1,10003,40.735161,-73.982027,6,2,64,1020513,1009250012,Gramercy                                                                   
EOC,M470,Indoor Building Improvement - Reconstruction of Toilets,LOUIS D. BRANDEIS HIGH SCHOOL,145 WEST 84 STREET,3861342,,1,10024,40.785803,-73.974614,7,6,169,1032128,1012150001,Upper West Side                                                            
EN2,Q193,Building System Improvement - Installation of a Low-Voltage Electrical System,P.S. 193,152-20 11 AVENUE,523603,,4,11357,40.792483,-73.809741,7,19,987,4103056,4045380001,Whitestone                                                                 
EN3,Q139,Building Envelope Improvement - Reconstruction of Exterior Masonry,P.S. 139,93-06 63 DRIVE,1507819,,4,11374,40.72814,-73.863582,6,29,693,4072457,4030950050,Rego Park                                                                  
EN4,M197,Building System Improvement - Installation of a Low-Voltage Electrical System,P.S. 197,2230 5TH AVENUE,535918,,1,10037,40.813184,-73.937322,10,9,212,1076433,1017330017,Central Harlem North-Polo Grounds                                          
EN6,X094,Building Envelope Improvement - Reconstruction of Exterior Masonry,P.S. 94,3530 KINGS COLLEGE PL,1264941,,2,10467,40.880522,-73.87572,7,11,431,2018628,2033560042,Norwood                                                                    
EN8,X050,Auditorium Upgrade - replace and upgrade auditorium sound system and lighting.,P.S. 50,1550 VYSE AVENUE,1358278,,2,10460,40.834157,-73.887512,3,17,157,2010786,2029960010,Crotona Park East                                                          
ENB,R440,Building Envelope Improvement - Parapet Reconstruction,STATEN ISLAND TECHNICAL H.S.,485 CLAWSON STREET,1416762,,5,10306,40.567873,-74.115373,2,50,134,5107621,5042440001,New Dorp-Midland Beach                                                     
END,X112,Building Envelope Improvement - Reconstruction of Exterior Masonry,P.S. 112,1925 SCHIEFELIN AVENUE,2202859,,2,10466,40.885008,-73.843193,12,12,458,2065991,2049050500,Eastchester-Edenwald-Baychester                                            
ENE,X112,Building Envelope Improvement - Parapet Reconstruction,P.S. 112,1925 SCHIEFELIN AVENUE,2225858,,2,10466,40.885008,-73.843193,12,12,458,2065991,2049050500,Eastchester-Edenwald-Baychester                                            
ENI,X055,Building System Improvement - Reconstruction of Electrical Systems,P.S. 55,450 SAINT PAUL'S PLACE,1510548,,2,10456,40.836404,-73.905014,3,16,14702,2009463,2029020001,Claremont-Bathgate                                                         
ENK,Q157,Building System Improvement - Installation of a Low-Voltage Electrical System,J.H.S. 157,63-55 102ND ST,1230834,,4,11374,40.732289,-73.853825,6,29,721,4442846,4021260014,Forest Hills                                                               
EO5,Q445,Building Envelope Improvement - Parapet Reconstruction,WILLIAM C. BRYANT HS - QUEENS,48-10 31 AVENUE,3315769,,4,11103,40.75823,-73.910514,1,26,163,4013655,4007380002,Astoria                                                                    
EO8,X112,Building Envelope Improvement - Parapet Reconstruction,P.S. 112,1925 SCHIEFELIN AVENUE,1227432,,2,10466,40.885008,-73.843193,12,12,458,2065991,2049050500,Eastchester-Edenwald-Baychester                                            
ELW,M535,High School Restructuring,FOOD & FINANCE HS,525 WEST 50 STREET,1824937,,1,10019,40.765184,-73.992953,4,3,135,1083802,1010790029,Clinton                                                                    
ELL,M540,Indoor Building Improvement - Conversion of Administrative Space into Classrooms,A. PHILIP RANDOLPH HS,443 WEST 135 STREET,1112252,,1,10031,40.818188,-73.950356,9,9,21703,1059409,1019570078,Manhattanville                                                             
EM6,M145,Science Lab Upgrade,P.S. 145,150 WEST 105 STREET,816181,,1,10025,40.799178,-73.964842,7,7,189,1076625,1018590001,Upper West Side                                                            
ELX,Q204,Science Lab Upgrade,ACAD FOR CAREERS IN TV & FILM,36-41 28 STREET,1436128,,4,11106,40.757065,-73.932664,1,26,51,4004156,4003430001,Queensbridge-Ravenswood-Long Island City                                   
EN5,X094,Building Envelope Improvement - Parapet Reconstruction,P.S. 94,3530 KINGS COLLEGE PL,4216005,,2,10467,40.880522,-73.87572,7,11,431,2018628,2033560042,Norwood                                                                    
EOA,Q139,Building Envelope Improvement - Parapet Reconstruction,P.S. 139,93-06 63 DRIVE,461482,,4,11374,40.72814,-73.863582,6,29,693,4072457,4030950050,Rego Park                                                                  
EOB,Q139,Building Envelope Improvement - Parapet Reconstruction,P.S. 139,93-06 63 DRIVE,1396778,,4,11374,40.72814,-73.863582,6,29,693,4072457,4030950050,Rego Park                                                                  
EML,Q104,Building Envelope Improvement - Reconstruction of Exterior Masonry,P.S. 104,26-01 MOTT AVENUE,1409893,,4,11691,40.608467,-73.764548,14,31,100801,4442313,4156930001,Far Rockaway-Bayswater                                                     
EMP,K026,Building Envelope Improvement - Reconstruction of Exterior Masonry,P.S. 26,1010 LAFAYETTE AVENUE,1623562,,3,11221,40.69211,-73.931857,3,36,291,3393805,3016160001,Stuyvesant Heights                                                         
ENQ,K116,Indoor Building Improvement - Reconstruction of Toilets,P.S. 116,515 KNICKERBOCKER AVENUE,711337,,3,11237,40.697779,-73.916521,4,37,433,3075909,3033170001,Bushwick North                                                             
ENR,K197,Indoor Building Improvement - Reconstruction of Toilets,P.S. 197,1599 EAST 22 STREET,333329,,3,11210,40.612623,-73.951906,14,48,546,3182169,3067690018,Midwood                                                                    
EO6,Q445,Building Envelope Improvement - Reconstruction of Exterior Masonry,WILLIAM C. BRYANT HS - QUEENS,48-10 31 AVENUE,4740696,,4,11103,40.75823,-73.910514,1,26,163,4013655,4007380002,Astoria                                                                    
EO7,X094,Indoor Building Improvement,P.S. 94,3530 KINGS COLLEGE PL,104053,,2,10467,40.880522,-73.87572,7,11,431,2018628,2033560042,Norwood                                                                    
EO9,R440,Indoor Building Improvement,STATEN ISLAND TECHNICAL H.S.,485 CLAWSON STREET,138508,,5,10306,40.567873,-74.115373,2,50,134,5107621,5042440001,New Dorp-Midland Beach                                                     
EOM,K235,Building Envelope Improvement - Reconstruction of Exterior Masonry,P.S. 235,525 LENOX ROAD,1337429,,3,11203,40.654704,-73.941089,17,41,814,3107846,3048440001,East Flatbush-Farragut                                                     
EL4,Q425,Building System Improvement - Installation of a Low-Voltage Electrical System,JOHN BOWNE H.S.,63-25 MAIN STREET,1109144,,4,11367,40.738139,-73.824944,8,24,809,4439900,4065070001,Kew Gardens Hills                                                          
EL5,M003,CAFETARIA/MULTI PURPOSE,P.S. 3,490 HUDSON STREET,1197975,,1,10014,40.732593,-74.006466,2,3,73,1009872,1005850041,West Village                                                               
ELD,M144,Building Envelope Improvement - Reconstruction of Exterior Masonry,P.S. 242 (Old PS 144),134 WEST 122 STREET,498909,,1,10027,40.8063,-73.948013,10,9,220,1057683,1019060011,Central Harlem South                                                       
